"";"Age_population";"Sexe_population";"Effectif_population";"id_population"
"1";"[16,20)";"H";"14908.8";1
"2";"[20,25)";"H";"16256";2
"3";"[25,30)";"H";"17673";3
"4";"[30,35)";"H";"19764";4
"5";"[35,40)";"H";"20865";5
"6";"[40,45)";"H";"24066";6
"7";"[45,50)";"H";"23356";7
"8";"[50,55)";"H";"20933";8
"9";"[55,60)";"H";"19254";9
"10";"[60,65)";"H";"18247";10
"11";"[65,70)";"H";"14170";11
"12";"[70,75)";"H";"9677";12
"13";"[75,80)";"H";"7943";13
"14";"[80,85)";"H";"5922";14
"15";"[85,90)";"H";"3520";15
"16";"[90,95)";"H";"1184";16
"17";"[16,20)";"F";"14083.2";17
"18";"[20,25)";"F";"14784";18
"19";"[25,30)";"F";"17564";19
"20";"[30,35)";"F";"20088";20
"21";"[35,40)";"F";"21085";21
"22";"[40,45)";"F";"23689";22
"23";"[45,50)";"F";"23104";23
"24";"[50,55)";"F";"20850";24
"25";"[55,60)";"F";"19394";25
"26";"[60,65)";"F";"18598";26
"27";"[65,70)";"F";"14636";27
"28";"[70,75)";"F";"10612";28
"29";"[75,80)";"F";"9920";29
"30";"[80,85)";"F";"9024";30
"31";"[85,90)";"F";"6390";31
"32";"[90,95)";"F";"3123";32
"33";"[16,20)";"H";"13080";33
"34";"[20,25)";"H";"14734";34
"35";"[25,30)";"H";"15214";35
"36";"[30,35)";"H";"16026";36
"37";"[35,40)";"H";"16261";37
"38";"[40,45)";"H";"18317";38
"39";"[45,50)";"H";"18577";39
"40";"[50,55)";"H";"18404";40
"41";"[55,60)";"H";"18238";41
"42";"[60,65)";"H";"18150";42
"43";"[65,70)";"H";"12734";43
"44";"[70,75)";"H";"8244";44
"45";"[75,80)";"H";"7537";45
"46";"[80,85)";"H";"5992";46
"47";"[85,90)";"H";"3175";47
"48";"[90,95)";"H";"967";48
"49";"[16,20)";"F";"12228.8";49
"50";"[20,25)";"F";"14303";50
"51";"[25,30)";"F";"15358";51
"52";"[30,35)";"F";"16023";52
"53";"[35,40)";"F";"16499";53
"54";"[40,45)";"F";"18407";54
"55";"[45,50)";"F";"18600";55
"56";"[50,55)";"F";"18778";56
"57";"[55,60)";"F";"18553";57
"58";"[60,65)";"F";"18619";58
"59";"[65,70)";"F";"13659";59
"60";"[70,75)";"F";"10095";60
"61";"[75,80)";"F";"10966";61
"62";"[80,85)";"F";"10005";62
"63";"[85,90)";"F";"6783";63
"64";"[90,95)";"F";"2846";64
"65";"[16,20)";"H";"7298.4";65
"66";"[20,25)";"H";"8047";66
"67";"[25,30)";"H";"7671";67
"68";"[30,35)";"H";"8589";68
"69";"[35,40)";"H";"9427";69
"70";"[40,45)";"H";"11193";70
"71";"[45,50)";"H";"11776";71
"72";"[50,55)";"H";"11817";72
"73";"[55,60)";"H";"11803";73
"74";"[60,65)";"H";"12859";74
"75";"[65,70)";"H";"10151";75
"76";"[70,75)";"H";"7522";76
"77";"[75,80)";"H";"6865";77
"78";"[80,85)";"H";"5410";78
"79";"[85,90)";"H";"3139";79
"80";"[90,95)";"H";"1147";80
"81";"[16,20)";"F";"6820.8";81
"82";"[20,25)";"F";"7431";82
"83";"[25,30)";"F";"8014";83
"84";"[30,35)";"F";"8798";84
"85";"[35,40)";"F";"9557";85
"86";"[40,45)";"F";"11335";86
"87";"[45,50)";"F";"11712";87
"88";"[50,55)";"F";"12226";88
"89";"[55,60)";"F";"12710";89
"90";"[60,65)";"F";"13467";90
"91";"[65,70)";"F";"11290";91
"92";"[70,75)";"F";"8751";92
"93";"[75,80)";"F";"9380";93
"94";"[80,85)";"F";"8927";94
"95";"[85,90)";"F";"6324";95
"96";"[90,95)";"F";"2909";96
"97";"[16,20)";"H";"3525.6";97
"98";"[20,25)";"H";"3755";98
"99";"[25,30)";"H";"3608";99
"100";"[30,35)";"H";"3949";100
"101";"[35,40)";"H";"4314";101
"102";"[40,45)";"H";"5276";102
"103";"[45,50)";"H";"5722";103
"104";"[50,55)";"H";"5734";104
"105";"[55,60)";"H";"5702";105
"106";"[60,65)";"H";"5826";106
"107";"[65,70)";"H";"5102";107
"108";"[70,75)";"H";"3777";108
"109";"[75,80)";"H";"3169";109
"110";"[80,85)";"H";"2420";110
"111";"[85,90)";"H";"1326";111
"112";"[90,95)";"H";"479";112
"113";"[16,20)";"F";"3191.2";113
"114";"[20,25)";"F";"3353";114
"115";"[25,30)";"F";"3849";115
"116";"[30,35)";"F";"4193";116
"117";"[35,40)";"F";"4655";117
"118";"[40,45)";"F";"5448";118
"119";"[45,50)";"F";"6008";119
"120";"[50,55)";"F";"6043";120
"121";"[55,60)";"F";"5670";121
"122";"[60,65)";"F";"6126";122
"123";"[65,70)";"F";"5462";123
"124";"[70,75)";"F";"4184";124
"125";"[75,80)";"F";"3838";125
"126";"[80,85)";"F";"3424";126
"127";"[85,90)";"F";"2433";127
"128";"[90,95)";"F";"1179";128
"129";"[16,20)";"H";"3129.6";129
"130";"[20,25)";"H";"3198";130
"131";"[25,30)";"H";"3411";131
"132";"[30,35)";"H";"3753";132
"133";"[35,40)";"H";"4103";133
"134";"[40,45)";"H";"4865";134
"135";"[45,50)";"H";"4978";135
"136";"[50,55)";"H";"5021";136
"137";"[55,60)";"H";"4905";137
"138";"[60,65)";"H";"4827";138
"139";"[65,70)";"H";"4006";139
"140";"[70,75)";"H";"2891";140
"141";"[75,80)";"H";"2464";141
"142";"[80,85)";"H";"1836";142
"143";"[85,90)";"H";"1078";143
"144";"[90,95)";"H";"476";144
"145";"[16,20)";"F";"2877.6";145
"146";"[20,25)";"F";"2752";146
"147";"[25,30)";"F";"3433";147
"148";"[30,35)";"F";"3888";148
"149";"[35,40)";"F";"4195";149
"150";"[40,45)";"F";"5039";150
"151";"[45,50)";"F";"5051";151
"152";"[50,55)";"F";"5074";152
"153";"[55,60)";"F";"4984";153
"154";"[60,65)";"F";"4887";154
"155";"[65,70)";"F";"4266";155
"156";"[70,75)";"F";"3270";156
"157";"[75,80)";"F";"3029";157
"158";"[80,85)";"F";"2723";158
"159";"[85,90)";"F";"1950";159
"160";"[90,95)";"F";"1060";160
"161";"[16,20)";"H";"24503.2";161
"162";"[20,25)";"H";"30344";162
"163";"[25,30)";"H";"28716";163
"164";"[30,35)";"H";"30793";164
"165";"[35,40)";"H";"31437";165
"166";"[40,45)";"H";"35646";166
"167";"[45,50)";"H";"36830";167
"168";"[50,55)";"H";"34678";168
"169";"[55,60)";"H";"31794";169
"170";"[60,65)";"H";"32007";170
"171";"[65,70)";"H";"29347";171
"172";"[70,75)";"H";"22843";172
"173";"[75,80)";"H";"19690";173
"174";"[80,85)";"H";"15657";174
"175";"[85,90)";"H";"9203";175
"176";"[90,95)";"H";"3457";176
"177";"[16,20)";"F";"23098.4";177
"178";"[20,25)";"F";"29661";178
"179";"[25,30)";"F";"30163";179
"180";"[30,35)";"F";"32359";180
"181";"[35,40)";"F";"33733";181
"182";"[40,45)";"F";"37855";182
"183";"[45,50)";"F";"40153";183
"184";"[50,55)";"F";"37551";184
"185";"[55,60)";"F";"35294";185
"186";"[60,65)";"F";"36704";186
"187";"[65,70)";"F";"34931";187
"188";"[70,75)";"F";"27833";188
"189";"[75,80)";"F";"26385";189
"190";"[80,85)";"F";"24179";190
"191";"[85,90)";"F";"18212";191
"192";"[90,95)";"F";"8788";192
"193";"[16,20)";"H";"6940";193
"194";"[20,25)";"H";"7145";194
"195";"[25,30)";"H";"7320";195
"196";"[30,35)";"H";"8333";196
"197";"[35,40)";"H";"9408";197
"198";"[40,45)";"H";"11226";198
"199";"[45,50)";"H";"11660";199
"200";"[50,55)";"H";"11050";200
"201";"[55,60)";"H";"10836";201
"202";"[60,65)";"H";"11529";202
"203";"[65,70)";"H";"9550";203
"204";"[70,75)";"H";"6795";204
"205";"[75,80)";"H";"5714";205
"206";"[80,85)";"H";"4467";206
"207";"[85,90)";"H";"2593";207
"208";"[90,95)";"H";"851";208
"209";"[16,20)";"F";"6389.6";209
"210";"[20,25)";"F";"6558";210
"211";"[25,30)";"F";"7458";211
"212";"[30,35)";"F";"8853";212
"213";"[35,40)";"F";"9463";213
"214";"[40,45)";"F";"11059";214
"215";"[45,50)";"F";"11503";215
"216";"[50,55)";"F";"11059";216
"217";"[55,60)";"F";"11299";217
"218";"[60,65)";"F";"11911";218
"219";"[65,70)";"F";"10087";219
"220";"[70,75)";"F";"7400";220
"221";"[75,80)";"F";"7052";221
"222";"[80,85)";"F";"6720";222
"223";"[85,90)";"F";"4983";223
"224";"[90,95)";"F";"2441";224
"225";"[16,20)";"H";"6788.8";225
"226";"[20,25)";"H";"7692";226
"227";"[25,30)";"H";"7747";227
"228";"[30,35)";"H";"8059";228
"229";"[35,40)";"H";"8443";229
"230";"[40,45)";"H";"9634";230
"231";"[45,50)";"H";"9924";231
"232";"[50,55)";"H";"10140";232
"233";"[55,60)";"H";"9679";233
"234";"[60,65)";"H";"9460";234
"235";"[65,70)";"H";"6711";235
"236";"[70,75)";"H";"4726";236
"237";"[75,80)";"H";"4285";237
"238";"[80,85)";"H";"3116";238
"239";"[85,90)";"H";"1574";239
"240";"[90,95)";"H";"492";240
"241";"[16,20)";"F";"6148";241
"242";"[20,25)";"F";"6885";242
"243";"[25,30)";"F";"7829";243
"244";"[30,35)";"F";"8195";244
"245";"[35,40)";"F";"8697";245
"246";"[40,45)";"F";"9682";246
"247";"[45,50)";"F";"9918";247
"248";"[50,55)";"F";"9983";248
"249";"[55,60)";"F";"10037";249
"250";"[60,65)";"F";"9825";250
"251";"[65,70)";"F";"7142";251
"252";"[70,75)";"F";"5565";252
"253";"[75,80)";"F";"6046";253
"254";"[80,85)";"F";"5374";254
"255";"[85,90)";"F";"3443";255
"256";"[90,95)";"F";"1415";256
"257";"[16,20)";"H";"3180";257
"258";"[20,25)";"H";"3459";258
"259";"[25,30)";"H";"3423";259
"260";"[30,35)";"H";"3941";260
"261";"[35,40)";"H";"4413";261
"262";"[40,45)";"H";"5054";262
"263";"[45,50)";"H";"5243";263
"264";"[50,55)";"H";"5435";264
"265";"[55,60)";"H";"5560";265
"266";"[60,65)";"H";"5845";266
"267";"[65,70)";"H";"4622";267
"268";"[70,75)";"H";"3196";268
"269";"[75,80)";"H";"2981";269
"270";"[80,85)";"H";"2585";270
"271";"[85,90)";"H";"1449";271
"272";"[90,95)";"H";"561";272
"273";"[16,20)";"F";"2837.6";273
"274";"[20,25)";"F";"3019";274
"275";"[25,30)";"F";"3298";275
"276";"[30,35)";"F";"4219";276
"277";"[35,40)";"F";"4366";277
"278";"[40,45)";"F";"5139";278
"279";"[45,50)";"F";"5383";279
"280";"[50,55)";"F";"5616";280
"281";"[55,60)";"F";"5504";281
"282";"[60,65)";"F";"5710";282
"283";"[65,70)";"F";"4824";283
"284";"[70,75)";"F";"3568";284
"285";"[75,80)";"F";"3832";285
"286";"[80,85)";"F";"3583";286
"287";"[85,90)";"F";"2657";287
"288";"[90,95)";"F";"1347";288
"289";"[16,20)";"H";"7455.2";289
"290";"[20,25)";"H";"8950";290
"291";"[25,30)";"H";"8678";291
"292";"[30,35)";"H";"8916";292
"293";"[35,40)";"H";"9186";293
"294";"[40,45)";"H";"10115";294
"295";"[45,50)";"H";"10266";295
"296";"[50,55)";"H";"10091";296
"297";"[55,60)";"H";"9753";297
"298";"[60,65)";"H";"10301";298
"299";"[65,70)";"H";"7874";299
"300";"[70,75)";"H";"5235";300
"301";"[75,80)";"H";"4715";301
"302";"[80,85)";"H";"3655";302
"303";"[85,90)";"H";"1948";303
"304";"[90,95)";"H";"783";304
"305";"[16,20)";"F";"6926.4";305
"306";"[20,25)";"F";"8366";306
"307";"[25,30)";"F";"8614";307
"308";"[30,35)";"F";"9185";308
"309";"[35,40)";"F";"9067";309
"310";"[40,45)";"F";"10374";310
"311";"[45,50)";"F";"10209";311
"312";"[50,55)";"F";"10399";312
"313";"[55,60)";"F";"10391";313
"314";"[60,65)";"F";"10690";314
"315";"[65,70)";"F";"8367";315
"316";"[70,75)";"F";"6474";316
"317";"[75,80)";"F";"6605";317
"318";"[80,85)";"F";"5893";318
"319";"[85,90)";"F";"4180";319
"320";"[90,95)";"F";"1980";320
"321";"[16,20)";"H";"8053.6";321
"322";"[20,25)";"H";"8438";322
"323";"[25,30)";"H";"8431";323
"324";"[30,35)";"H";"9167";324
"325";"[35,40)";"H";"10063";325
"326";"[40,45)";"H";"12266";326
"327";"[45,50)";"H";"12535";327
"328";"[50,55)";"H";"11827";328
"329";"[55,60)";"H";"12037";329
"330";"[60,65)";"H";"13054";330
"331";"[65,70)";"H";"11193";331
"332";"[70,75)";"H";"7892";332
"333";"[75,80)";"H";"6884";333
"334";"[80,85)";"H";"5688";334
"335";"[85,90)";"H";"3155";335
"336";"[90,95)";"H";"1176";336
"337";"[16,20)";"F";"7610.4";337
"338";"[20,25)";"F";"7920";338
"339";"[25,30)";"F";"8703";339
"340";"[30,35)";"F";"9859";340
"341";"[35,40)";"F";"10714";341
"342";"[40,45)";"F";"12748";342
"343";"[45,50)";"F";"12744";343
"344";"[50,55)";"F";"12712";344
"345";"[55,60)";"F";"12760";345
"346";"[60,65)";"F";"13832";346
"347";"[65,70)";"F";"12426";347
"348";"[70,75)";"F";"8722";348
"349";"[75,80)";"F";"8678";349
"350";"[80,85)";"F";"8285";350
"351";"[85,90)";"F";"5785";351
"352";"[90,95)";"F";"2714";352
"353";"[16,20)";"H";"5791.2";353
"354";"[20,25)";"H";"6235";354
"355";"[25,30)";"H";"6271";355
"356";"[30,35)";"H";"7186";356
"357";"[35,40)";"H";"7652";357
"358";"[40,45)";"H";"9313";358
"359";"[45,50)";"H";"9662";359
"360";"[50,55)";"H";"9826";360
"361";"[55,60)";"H";"9851";361
"362";"[60,65)";"H";"10254";362
"363";"[65,70)";"H";"8361";363
"364";"[70,75)";"H";"6172";364
"365";"[75,80)";"H";"6286";365
"366";"[80,85)";"H";"5067";366
"367";"[85,90)";"H";"2956";367
"368";"[90,95)";"H";"1025";368
"369";"[16,20)";"F";"5066.4";369
"370";"[20,25)";"F";"5333";370
"371";"[25,30)";"F";"6019";371
"372";"[30,35)";"F";"7243";372
"373";"[35,40)";"F";"7714";373
"374";"[40,45)";"F";"8986";374
"375";"[45,50)";"F";"9554";375
"376";"[50,55)";"F";"9774";376
"377";"[55,60)";"F";"9606";377
"378";"[60,65)";"F";"10487";378
"379";"[65,70)";"F";"8481";379
"380";"[70,75)";"F";"7183";380
"381";"[75,80)";"F";"7751";381
"382";"[80,85)";"F";"7201";382
"383";"[85,90)";"F";"5308";383
"384";"[90,95)";"F";"2370";384
"385";"[16,20)";"H";"49816.8";385
"386";"[20,25)";"H";"64035";386
"387";"[25,30)";"H";"57759";387
"388";"[30,35)";"H";"59958";388
"389";"[35,40)";"H";"60495";389
"390";"[40,45)";"H";"67263";390
"391";"[45,50)";"H";"66437";391
"392";"[50,55)";"H";"62609";392
"393";"[55,60)";"H";"58684";393
"394";"[60,65)";"H";"57364";394
"395";"[65,70)";"H";"47997";395
"396";"[70,75)";"H";"35604";396
"397";"[75,80)";"H";"29237";397
"398";"[80,85)";"H";"22601";398
"399";"[85,90)";"H";"12199";399
"400";"[90,95)";"H";"4487";400
"401";"[16,20)";"F";"47832.8";401
"402";"[20,25)";"F";"63960";402
"403";"[25,30)";"F";"60276";403
"404";"[30,35)";"F";"64309";404
"405";"[35,40)";"F";"64074";405
"406";"[40,45)";"F";"71668";406
"407";"[45,50)";"F";"71703";407
"408";"[50,55)";"F";"68168";408
"409";"[55,60)";"F";"65495";409
"410";"[60,65)";"F";"64218";410
"411";"[65,70)";"F";"54586";411
"412";"[70,75)";"F";"41707";412
"413";"[75,80)";"F";"39131";413
"414";"[80,85)";"F";"34739";414
"415";"[85,90)";"F";"24955";415
"416";"[90,95)";"F";"11536";416
"417";"[16,20)";"H";"18284";417
"418";"[20,25)";"H";"21208";418
"419";"[25,30)";"H";"19273";419
"420";"[30,35)";"H";"20056";420
"421";"[35,40)";"H";"20344";421
"422";"[40,45)";"H";"22921";422
"423";"[45,50)";"H";"22462";423
"424";"[50,55)";"H";"21933";424
"425";"[55,60)";"H";"22876";425
"426";"[60,65)";"H";"22511";426
"427";"[65,70)";"H";"16576";427
"428";"[70,75)";"H";"11159";428
"429";"[75,80)";"H";"10106";429
"430";"[80,85)";"H";"7544";430
"431";"[85,90)";"H";"4165";431
"432";"[90,95)";"H";"1423";432
"433";"[16,20)";"F";"17648";433
"434";"[20,25)";"F";"21064";434
"435";"[25,30)";"F";"19815";435
"436";"[30,35)";"F";"20542";436
"437";"[35,40)";"F";"20911";437
"438";"[40,45)";"F";"23054";438
"439";"[45,50)";"F";"23038";439
"440";"[50,55)";"F";"23314";440
"441";"[55,60)";"F";"24038";441
"442";"[60,65)";"F";"24437";442
"443";"[65,70)";"F";"18551";443
"444";"[70,75)";"F";"14166";444
"445";"[75,80)";"F";"14258";445
"446";"[80,85)";"F";"13135";446
"447";"[85,90)";"F";"9034";447
"448";"[90,95)";"F";"4197";448
"449";"[16,20)";"H";"2866.4";449
"450";"[20,25)";"H";"3036";450
"451";"[25,30)";"H";"3298";451
"452";"[30,35)";"H";"3746";452
"453";"[35,40)";"H";"4206";453
"454";"[40,45)";"H";"4815";454
"455";"[45,50)";"H";"5352";455
"456";"[50,55)";"H";"5520";456
"457";"[55,60)";"H";"5682";457
"458";"[60,65)";"H";"5916";458
"459";"[65,70)";"H";"4498";459
"460";"[70,75)";"H";"3202";460
"461";"[75,80)";"H";"3176";461
"462";"[80,85)";"H";"2565";462
"463";"[85,90)";"H";"1484";463
"464";"[90,95)";"H";"493";464
"465";"[16,20)";"F";"2512.8";465
"466";"[20,25)";"F";"2982";466
"467";"[25,30)";"F";"3196";467
"468";"[30,35)";"F";"3752";468
"469";"[35,40)";"F";"4027";469
"470";"[40,45)";"F";"4799";470
"471";"[45,50)";"F";"5212";471
"472";"[50,55)";"F";"5229";472
"473";"[55,60)";"F";"5551";473
"474";"[60,65)";"F";"5747";474
"475";"[65,70)";"F";"4702";475
"476";"[70,75)";"F";"3821";476
"477";"[75,80)";"F";"4284";477
"478";"[80,85)";"F";"3887";478
"479";"[85,90)";"F";"2818";479
"480";"[90,95)";"F";"1297";480
"481";"[16,20)";"H";"7256";481
"482";"[20,25)";"H";"8999";482
"483";"[25,30)";"H";"9124";483
"484";"[30,35)";"H";"9294";484
"485";"[35,40)";"H";"9910";485
"486";"[40,45)";"H";"11701";486
"487";"[45,50)";"H";"12328";487
"488";"[50,55)";"H";"12265";488
"489";"[55,60)";"H";"12650";489
"490";"[60,65)";"H";"12982";490
"491";"[65,70)";"H";"9885";491
"492";"[70,75)";"H";"7070";492
"493";"[75,80)";"H";"6850";493
"494";"[80,85)";"H";"5236";494
"495";"[85,90)";"H";"2931";495
"496";"[90,95)";"H";"1119";496
"497";"[16,20)";"F";"7019.2";497
"498";"[20,25)";"F";"7896";498
"499";"[25,30)";"F";"8580";499
"500";"[30,35)";"F";"9215";500
"501";"[35,40)";"F";"10363";501
"502";"[40,45)";"F";"11874";502
"503";"[45,50)";"F";"12832";503
"504";"[50,55)";"F";"12750";504
"505";"[55,60)";"F";"13479";505
"506";"[60,65)";"F";"13368";506
"507";"[65,70)";"F";"10838";507
"508";"[70,75)";"F";"8267";508
"509";"[75,80)";"F";"8627";509
"510";"[80,85)";"F";"8047";510
"511";"[85,90)";"F";"5682";511
"512";"[90,95)";"F";"2853";512
"513";"[16,20)";"H";"13920";513
"514";"[20,25)";"H";"15719";514
"515";"[25,30)";"H";"14930";515
"516";"[30,35)";"H";"16256";516
"517";"[35,40)";"H";"17234";517
"518";"[40,45)";"H";"20957";518
"519";"[45,50)";"H";"20505";519
"520";"[50,55)";"H";"20486";520
"521";"[55,60)";"H";"20959";521
"522";"[60,65)";"H";"23664";522
"523";"[65,70)";"H";"20155";523
"524";"[70,75)";"H";"14034";524
"525";"[75,80)";"H";"12525";525
"526";"[80,85)";"H";"9816";526
"527";"[85,90)";"H";"5717";527
"528";"[90,95)";"H";"2059";528
"529";"[16,20)";"F";"12683.2";529
"530";"[20,25)";"F";"14502";530
"531";"[25,30)";"F";"14830";531
"532";"[30,35)";"F";"16765";532
"533";"[35,40)";"F";"17753";533
"534";"[40,45)";"F";"21309";534
"535";"[45,50)";"F";"21526";535
"536";"[50,55)";"F";"21765";536
"537";"[55,60)";"F";"23662";537
"538";"[60,65)";"F";"25939";538
"539";"[65,70)";"F";"22412";539
"540";"[70,75)";"F";"16126";540
"541";"[75,80)";"F";"15897";541
"542";"[80,85)";"F";"14502";542
"543";"[85,90)";"F";"10353";543
"544";"[90,95)";"F";"5065";544
"545";"[16,20)";"H";"6820.8";545
"546";"[20,25)";"H";"7867";546
"547";"[25,30)";"H";"7730";547
"548";"[30,35)";"H";"8312";548
"549";"[35,40)";"H";"8386";549
"550";"[40,45)";"H";"10412";550
"551";"[45,50)";"H";"10626";551
"552";"[50,55)";"H";"11013";552
"553";"[55,60)";"H";"10838";553
"554";"[60,65)";"H";"11298";554
"555";"[65,70)";"H";"9349";555
"556";"[70,75)";"H";"6609";556
"557";"[75,80)";"H";"6102";557
"558";"[80,85)";"H";"4446";558
"559";"[85,90)";"H";"2423";559
"560";"[90,95)";"H";"849";560
"561";"[16,20)";"F";"6103.2";561
"562";"[20,25)";"F";"7081";562
"563";"[25,30)";"F";"7653";563
"564";"[30,35)";"F";"8094";564
"565";"[35,40)";"F";"8823";565
"566";"[40,45)";"F";"10398";566
"567";"[45,50)";"F";"10954";567
"568";"[50,55)";"F";"11206";568
"569";"[55,60)";"F";"11177";569
"570";"[60,65)";"F";"12079";570
"571";"[65,70)";"F";"9911";571
"572";"[70,75)";"F";"7551";572
"573";"[75,80)";"F";"7806";573
"574";"[80,85)";"F";"6917";574
"575";"[85,90)";"F";"4949";575
"576";"[90,95)";"F";"2354";576
"577";"[16,20)";"H";"5509.6";577
"578";"[20,25)";"H";"5809";578
"579";"[25,30)";"H";"5694";579
"580";"[30,35)";"H";"6173";580
"581";"[35,40)";"H";"6797";581
"582";"[40,45)";"H";"7942";582
"583";"[45,50)";"H";"8138";583
"584";"[50,55)";"H";"8292";584
"585";"[55,60)";"H";"8512";585
"586";"[60,65)";"H";"9055";586
"587";"[65,70)";"H";"7035";587
"588";"[70,75)";"H";"5084";588
"589";"[75,80)";"H";"5144";589
"590";"[80,85)";"H";"4068";590
"591";"[85,90)";"H";"2409";591
"592";"[90,95)";"H";"893";592
"593";"[16,20)";"F";"4397.6";593
"594";"[20,25)";"F";"4922";594
"595";"[25,30)";"F";"5380";595
"596";"[30,35)";"F";"6050";596
"597";"[35,40)";"F";"6757";597
"598";"[40,45)";"F";"7740";598
"599";"[45,50)";"F";"8111";599
"600";"[50,55)";"F";"8617";600
"601";"[55,60)";"F";"8837";601
"602";"[60,65)";"F";"9475";602
"603";"[65,70)";"F";"7645";603
"604";"[70,75)";"F";"6204";604
"605";"[75,80)";"F";"6612";605
"606";"[80,85)";"F";"6448";606
"607";"[85,90)";"F";"4808";607
"608";"[90,95)";"F";"2233";608
"609";"[16,20)";"H";"3114.4";609
"610";"[20,25)";"H";"3832";610
"611";"[25,30)";"H";"4124";611
"612";"[30,35)";"H";"4422";612
"613";"[35,40)";"H";"4513";613
"614";"[40,45)";"H";"5374";614
"615";"[45,50)";"H";"5522";615
"616";"[50,55)";"H";"5100";616
"617";"[55,60)";"H";"4915";617
"618";"[60,65)";"H";"4873";618
"619";"[65,70)";"H";"4018";619
"620";"[70,75)";"H";"3504";620
"621";"[75,80)";"H";"2728";621
"622";"[80,85)";"H";"2088";622
"623";"[85,90)";"H";"985";623
"624";"[90,95)";"H";"373";624
"625";"[16,20)";"F";"2873.6";625
"626";"[20,25)";"F";"3766";626
"627";"[25,30)";"F";"4536";627
"628";"[30,35)";"F";"4835";628
"629";"[35,40)";"F";"4718";629
"630";"[40,45)";"F";"5744";630
"631";"[45,50)";"F";"5643";631
"632";"[50,55)";"F";"5388";632
"633";"[55,60)";"F";"5008";633
"634";"[60,65)";"F";"4986";634
"635";"[65,70)";"F";"4333";635
"636";"[70,75)";"F";"3924";636
"637";"[75,80)";"F";"3395";637
"638";"[80,85)";"F";"2882";638
"639";"[85,90)";"F";"1866";639
"640";"[90,95)";"F";"891";640
"641";"[16,20)";"H";"2387.2";641
"642";"[20,25)";"H";"2562";642
"643";"[25,30)";"H";"2456";643
"644";"[30,35)";"H";"2699";644
"645";"[35,40)";"H";"3059";645
"646";"[40,45)";"H";"3970";646
"647";"[45,50)";"H";"4186";647
"648";"[50,55)";"H";"4413";648
"649";"[55,60)";"H";"4742";649
"650";"[60,65)";"H";"5128";650
"651";"[65,70)";"H";"3929";651
"652";"[70,75)";"H";"2823";652
"653";"[75,80)";"H";"2790";653
"654";"[80,85)";"H";"2355";654
"655";"[85,90)";"H";"1364";655
"656";"[90,95)";"H";"520";656
"657";"[16,20)";"F";"2121.6";657
"658";"[20,25)";"F";"2229";658
"659";"[25,30)";"F";"2304";659
"660";"[30,35)";"F";"2641";660
"661";"[35,40)";"F";"3034";661
"662";"[40,45)";"F";"3740";662
"663";"[45,50)";"F";"4191";663
"664";"[50,55)";"F";"4515";664
"665";"[55,60)";"F";"4594";665
"666";"[60,65)";"F";"5007";666
"667";"[65,70)";"F";"4008";667
"668";"[70,75)";"F";"3180";668
"669";"[75,80)";"F";"3777";669
"670";"[80,85)";"F";"3649";670
"671";"[85,90)";"F";"2732";671
"672";"[90,95)";"F";"1220";672
"673";"[16,20)";"H";"3496.8";673
"674";"[20,25)";"H";"5294";674
"675";"[25,30)";"H";"5014";675
"676";"[30,35)";"H";"5159";676
"677";"[35,40)";"H";"5392";677
"678";"[40,45)";"H";"6167";678
"679";"[45,50)";"H";"6119";679
"680";"[50,55)";"H";"5708";680
"681";"[55,60)";"H";"5657";681
"682";"[60,65)";"H";"5754";682
"683";"[65,70)";"H";"4634";683
"684";"[70,75)";"H";"3951";684
"685";"[75,80)";"H";"3045";685
"686";"[80,85)";"H";"2303";686
"687";"[85,90)";"H";"1142";687
"688";"[90,95)";"H";"403";688
"689";"[16,20)";"F";"3335.2";689
"690";"[20,25)";"F";"4797";690
"691";"[25,30)";"F";"4817";691
"692";"[30,35)";"F";"5267";692
"693";"[35,40)";"F";"5585";693
"694";"[40,45)";"F";"6301";694
"695";"[45,50)";"F";"6169";695
"696";"[50,55)";"F";"5926";696
"697";"[55,60)";"F";"5622";697
"698";"[60,65)";"F";"5930";698
"699";"[65,70)";"F";"5169";699
"700";"[70,75)";"F";"4086";700
"701";"[75,80)";"F";"3806";701
"702";"[80,85)";"F";"3271";702
"703";"[85,90)";"F";"2100";703
"704";"[90,95)";"F";"1112";704
"705";"[16,20)";"H";"13644.8";705
"706";"[20,25)";"H";"18148";706
"707";"[25,30)";"H";"16444";707
"708";"[30,35)";"H";"15616";708
"709";"[35,40)";"H";"15902";709
"710";"[40,45)";"H";"18023";710
"711";"[45,50)";"H";"17643";711
"712";"[50,55)";"H";"17170";712
"713";"[55,60)";"H";"16924";713
"714";"[60,65)";"H";"16781";714
"715";"[65,70)";"H";"12791";715
"716";"[70,75)";"H";"8908";716
"717";"[75,80)";"H";"7619";717
"718";"[80,85)";"H";"5911";718
"719";"[85,90)";"H";"3377";719
"720";"[90,95)";"H";"1340";720
"721";"[16,20)";"F";"13170.4";721
"722";"[20,25)";"F";"18686";722
"723";"[25,30)";"F";"16259";723
"724";"[30,35)";"F";"15941";724
"725";"[35,40)";"F";"16089";725
"726";"[40,45)";"F";"17858";726
"727";"[45,50)";"F";"17730";727
"728";"[50,55)";"F";"18215";728
"729";"[55,60)";"F";"17853";729
"730";"[60,65)";"F";"17968";730
"731";"[65,70)";"F";"14053";731
"732";"[70,75)";"F";"10467";732
